1, 900
2, 100
3, 100
4, 100
5, 0
6, 100
7, 0
8, 100
9, 0
10, 0
11, 100
12, 100
13, 0
14, 100
15, 0
16, 100
17, 100
18, 0
19, 100
20, 0
21, 100
22, 0
23, 100
24, 100
25, 0
26, 100
27, 0
28, 100
29, 0
30, 100
31, 0
32, 0
33, 100
34, 0
35, 0
36, 100
37, 0
38, 100
39, 100
40, 0
41, 100
42, 0
43, 100
44, 100
45, 0
46, 100
47, 0
48, 100
49, 100
50, 0
51, 100
52, 0
53, 0
54, 100
55, 0
56, 100
57, 100
58, 100
59, 100
60, 100
61, 0
62, 100
63, 0
64, 0
65, 100
66, 0
67, 100
68, 0
69, 0
70, 100
71, 0
72, 0
73, 100
74, 0
75, 100
76, 0
77, 100
78, 100
79, 0
80, 0
81, 100
82, 0
83, 100
84, 0
85, 0
86, 100
87, 0
88, 100
89, 100
90, 0
91, 100
92, 100
93, 0
94, 100
95, 100
96, 0
97, 0
98, 100
99, 0
100, 0
101, 100
102, 0
103, 100
104, 0
105, 0
106, 100
107, 0
108, 0
109, 100
110, 0
111, 100
112, 0
113, 0
114, 100
115, 100
116, 0
117, 100
118, 0
119, 0
120, 100
121, 100
122, 0
123, 100
124, 100
125, 0
126, 0
127, 100
128, 0
129, 0
130, 100
131, 0
132, 100
133, 100
134, 0
135, 100
136, 100
137, 0
138, 100
139, 100
140, 0
141, 100
142, 0
143, 0
144, 100
145, 0
146, 0
147, 100
148, 0
149, 100
150, 100
151, 0
152, 0
153, 100
154, 0
155, 0
156, 100
157, 0
158, 100
159, 100
160, 0
161, 100
162, 100
163, 0
164, 0
165, 100
166, 0
167, 100
168, 0
169, 0
170, 100
171, 0
172, 100
173, 100
174, 0
175, 100
176, 100
177, 0
178, 100
179, 100
180, 0
181, 0
182, 100
183, 0
184, 0
185, 100
186, 0
187, 0
188, 100
189, 0
190, 0
191, 0
192, 100
193, 0
194, 0
195, 100
196, 0
197, 100
198, 100
199, 0
200, 100
201, 100
202, 0
203, 0
204, 100
205, 0
206, 0
207, 100
208, 100
209, 0
210, 0
211, 0
212, 0
213, 100
214, 100
215, 0
216, 100
217, 100
218, 0
219, 0
220, 100
221, 0
222, 0
223, 100
224, 100
225, 0
226, 0
227, 100
228, 0
229, 100
230, 100
231, 0
232, 0
233, 100
234, 100
235, 0
236, 100
237, 0
238, 0
239, 0
240, 100
241, 0
242, 0
243, 100
244, 100
245, 0
246, 0
247, 0
248, 0
249, 100
250, 100
251, 0
252, 100
253, 100
254, 0
255, 100
256, 0
257, 0
258, 100
259, 0
260, 0
261, 100
262, 0
263, 0
264, 100
265, 0
266, 0
267, 100
268, 0
269, 0
270, 100
271, 0
272, 0
273, 100
274, 0
275, 0
276, 0
277, 100
278, 0
279, 0
280, 100
281, 0
282, 0
283, 100
284, 0
285, 0
286, 100
287, 0
288, 0
289, 100
290, 0
291, 0
292, 100
293, 0
294, 0
295, 100
296, 0
297, 0
298, 100
299, 0
300, 0
301, 100
302, 0
303, 0
304, 100
305, 0
306, 0
307, 100
308, 0
309, 0
310, 100
311, 100
312, 0
313, 0
314, 100
315, 0
316, 0
317, 100
318, 0
319, 0
320, 100
321, 0
322, 0
323, 100
324, 100
325, 0
326, 100
327, 100
328, 0
329, 0
330, 100
331, 0
332, 0
333, 100
334, 100
335, 0
336, 100
337, 0
338, 0
339, 100
340, 100
341, 0
342, 0
343, 100
344, 0
345, 0
346, 100
347, 0
348, 0
349, 100
350, 100
351, 0
352, 100
353, 100
354, 0
355, 100
356, 0
357, 0
358, 100
359, 0
360, 0
361, 100
362, 0
363, 0
364, 100
365, 100
366, 0
367, 100
368, 100
369, 0
370, 0
371, 100
372, 0
373, 0
374, 100
375, 100
376, 100
377, 0
378, 0
379, 100
380, 100
381, 0
382, 0
383, 100
384, 0
385, 0
386, 100
387, 100
388, 0
389, 0
390, 100
391, 0
392, 0
393, 100
394, 0
395, 0
396, 100
397, 0
398, 0
399, 0
400, 100
401, 0
402, 0
403, 100
404, 100
405, 0
406, 0
407, 100
408, 100
409, 0
410, 0
411, 100
412, 0
413, 100
414, 0
415, 0
416, 100
417, 100
418, 0
419, 0
420, 100
421, 0
422, 0
423, 0
424, 100
425, 0
426, 0
427, 100
428, 0
429, 0
430, 100
431, 0
432, 0
433, 100
434, 0
435, 0
436, 0
437, 100
438, 0
439, 0
440, 100
441, 0
442, 0
443, 0
444, 100
445, 0
446, 0
447, 0
448, 100
449, 0
450, 0
451, 100
452, 0
453, 0
454, 0
455, 100
456, 0
457, 0
458, 100
459, 0
460, 0
461, 0
462, 100
463, 0
464, 0
465, 100
466, 0
467, 0
468, 100
469, 0
470, 0
471, 0
472, 100
473, 0
474, 0
475, 0
476, 0
477, 0
478, 100
479, 0
480, 0
481, 0
482, 100
483, 0
484, 0
485, 100
486, 0
487, 0
488, 0
489, 100
490, 0
491, 0
492, 100
493, 100
494, 0
495, 0
496, 100
497, 0
498, 0
499, 0
500, 100
501, 0
502, 0
503, 100
504, 300
505, 100
506, 100
507, 100
508, 100
509, 100
510, 100
511, 100
512, 100
513, 100
514, 100
515, 0
516, 100
517, 100
518, 100
519, 0
520, 100
521, 0
522, 100
523, 100
524, 0
525, 100
526, 100
527, 0
528, 100
529, 0
530, 100
531, 100
532, 100
533, 600
534, 300
535, 300
536, 300
537, 200
538, 200
539, 100
540, 200
541, 100
542, 100
543, 100
544, 100
545, 100
546, 100
547, 100
548, 100
549, 0
550, 100
551, 100
552, 100
553, 100
554, 100
555, 100
556, 100
557, 100
558, 0
559, 100
560, 100
561, 0
562, 100
563, 100
564, 0
565, 100
566, 100
567, 0
568, 100
569, 100
570, 100
571, 0
572, 100
573, 100
574, 0
575, 100
576, 100
577, 0
578, 100
579, 100
580, 100
581, 100
582, 100
583, 100
584, 100
585, 0
586, 100
587, 100
588, 0
589, 100
590, 100
591, 100
592, 100
593, 100
594, 100
595, 0
596, 100
597, 100
598, 0
599, 100
600, 100
601, 0
602, 100
603, 100
604, 0
605, 100
606, 100
607, 0
608, 0
609, 100
610, 100
611, 0
612, 100
613, 100
614, 0
615, 100
616, 100
617, 0
618, 100
619, 100
620, 0
621, 100
622, 100
623, 0
624, 100
625, 100
626, 0
627, 100
628, 100
629, 0
630, 100
631, 0
632, 100
633, 100
634, 100
635, 100
636, 0
637, 100
638, 100
639, 100
640, 100
641, 100
642, 100
643, 100
644, 100
645, 100
646, 100
647, 100
648, 0
649, 100
650, 100
651, 0
652, 100
653, 100
654, 0
655, 100
656, 100
657, 100
658, 100
659, 0
660, 100
661, 0
662, 100
663, 100
664, 100
665, 100
666, 100
667, 0
668, 0
669, 100
670, 0
671, 100
672, 0
673, 100
674, 100
675, 100
